customer_id,total_revenue,total_orders,total_units,average_order_value,first_purchase,last_purchase
13297,2089.85,4,963,522.4625,2011-10-03T15:08:00Z,2011-12-02T09:32:00Z
13298,360,1,96,360,2011-12-08T13:11:00Z,2011-12-08T13:11:00Z
13299,142.5,1,30,142.5,2011-03-16T12:55:00Z,2011-03-16T12:55:00Z
13300,371.89,1,203,371.89,2011-06-23T13:09:00Z,2011-06-23T13:09:00Z
13301,618.09,4,345,154.5225,2011-02-20T13:13:00Z,2011-08-28T11:25:00Z
13302,63.75,1,5,63.75,2011-07-07T17:56:00Z,2011-07-07T17:56:00Z
13304,300.42,1,238,300.42,2010-12-23T14:35:00Z,2010-12-23T14:35:00Z
13305,2000.86,10,1232,200.08599999999998,2010-12-02T12:10:00Z,2011-12-05T15:15:00Z
13307,15,1,4,15,2011-08-11T17:14:00Z,2011-08-11T17:14:00Z
13308,1385.51,3,843,461.83666666666664,2011-05-20T13:13:00Z,2011-11-17T09:31:00Z
13309,1456.79,5,1544,291.358,2011-02-04T12:29:00Z,2011-12-02T16:34:00Z
13310,1132.03,3,587,377.3433333333333,2011-01-19T14:50:00Z,2011-11-11T17:23:00Z
13311,598.57,2,305,299.285,2011-07-12T14:26:00Z,2011-12-05T12:55:00Z
13313,1555.32,5,851,311.06399999999996,2011-01-04T10:00:00Z,2011-11-17T16:48:00Z
13314,775.94,3,560,258.6466666666667,2011-09-27T10:20:00Z,2011-12-08T12:29:00Z
13316,5732.93,4,5508,1433.2325,2011-03-30T13:01:00Z,2011-11-02T13:40:00Z
13317,2273.68,6,1035,378.94666666666666,2010-12-16T09:22:00Z,2011-10-04T13:35:00Z
13318,640.76,3,304,213.58666666666667,2011-11-02T13:26:00Z,2011-12-08T18:51:00Z
13319,10845.550000000001,26,4724,417.1365384615385,2010-12-09T10:04:00Z,2011-12-04T13:34:00Z
13320,1532.2,4,1086,383.05,2011-05-10T10:29:00Z,2011-09-22T18:07:00Z
13321,567.36,2,372,283.68,2011-09-14T15:18:00Z,2011-09-28T15:24:00Z
13322,199.48000000000002,1,117,199.48000000000002,2011-11-22T14:21:00Z,2011-11-22T14:21:00Z
13323,787.85,5,175,157.57,2011-09-16T13:23:00Z,2011-12-06T17:12:00Z
13324,7121.95,10,5205,712.1949999999999,2010-12-14T09:50:00Z,2011-11-03T16:28:00Z
13325,675.3,1,240,675.3,2011-09-19T10:36:00Z,2011-09-19T10:36:00Z
13327,3627.77,8,1600,453.47125,2010-12-09T15:32:00Z,2011-11-01T10:21:00Z
13328,1308.48,1,680,1308.48,2011-01-27T15:22:00Z,2011-01-27T15:22:00Z
13329,789,2,463,394.5,2010-12-08T10:11:00Z,2011-11-08T10:29:00Z
13330,1140.93,3,751,380.31,2011-01-28T10:08:00Z,2011-09-08T12:27:00Z
13332,350.9,1,179,350.9,2011-11-25T13:30:00Z,2011-11-25T13:30:00Z
13334,3502.32,3,1764,1167.44,2011-02-07T11:42:00Z,2011-09-18T15:21:00Z
13336,795.12,1,559,795.12,2011-09-23T14:05:00Z,2011-09-23T14:05:00Z
13338,487.02000000000004,1,256,487.02000000000004,2011-07-05T09:06:00Z,2011-07-05T09:06:00Z
13339,860.12,1,326,860.12,2011-05-23T08:31:00Z,2011-05-23T08:31:00Z
13340,10736.48,7,5770,1533.782857142857,2011-03-08T11:39:00Z,2011-10-25T13:15:00Z
13341,775.85,1,301,775.85,2011-03-24T09:50:00Z,2011-03-24T09:50:00Z
13343,353.43,1,135,353.43,2011-06-15T12:24:00Z,2011-06-15T12:24:00Z
13344,2511.69,3,952,837.23,2011-03-07T10:28:00Z,2011-10-03T09:45:00Z
13345,389.5,1,141,389.5,2011-02-25T09:01:00Z,2011-02-25T09:01:00Z
13347,341.36,1,205,341.36,2011-09-30T13:28:00Z,2011-09-30T13:28:00Z
13348,233.76,1,136,233.76,2011-10-06T17:28:00Z,2011-10-06T17:28:00Z
13349,247.32,1,225,247.32,2011-11-29T08:07:00Z,2011-11-29T08:07:00Z
13350,979.12,2,287,489.56,2011-09-21T13:33:00Z,2011-11-23T16:33:00Z
13351,373.94,1,117,373.94,2011-10-04T12:55:00Z,2011-10-04T12:55:00Z
13352,397.97999999999996,1,321,397.97999999999996,2011-10-10T13:55:00Z,2011-10-10T13:55:00Z
13354,743.53,1,604,743.53,2011-09-29T13:17:00Z,2011-09-29T13:17:00Z
13355,674.7,1,314,674.7,2011-08-09T14:48:00Z,2011-08-09T14:48:00Z
13356,768.24,1,325,768.24,2011-09-20T14:33:00Z,2011-09-20T14:33:00Z
13357,609.4,1,321,609.4,2011-03-27T13:56:00Z,2011-03-27T13:56:00Z
13358,439.03000000000003,1,285,439.03000000000003,2011-03-16T11:52:00Z,2011-03-16T11:52:00Z
13359,439.56,1,161,439.56,2011-10-07T09:30:00Z,2011-10-07T09:30:00Z
13362,3090.7400000000002,4,1382,772.6850000000001,2011-02-25T11:33:00Z,2011-11-30T14:41:00Z
13363,992.5,2,710,496.25,2011-10-27T10:46:00Z,2011-11-22T12:40:00Z
13364,134.96,1,71,134.96,2011-09-29T18:13:00Z,2011-09-29T18:13:00Z
13365,2225.37,2,1247,1112.685,2011-05-06T12:00:00Z,2011-11-06T12:36:00Z
13366,56.160000000000004,1,144,56.160000000000004,2011-10-20T13:37:00Z,2011-10-20T13:37:00Z
13368,623.4,2,327,311.7,2011-01-06T12:32:00Z,2011-03-28T09:59:00Z
13369,308.28000000000003,1,149,308.28000000000003,2010-12-09T11:30:00Z,2010-12-09T11:30:00Z
13370,754.87,1,343,754.87,2010-12-03T10:26:00Z,2010-12-03T10:26:00Z
13372,378.64,1,159,378.64,2011-09-11T12:46:00Z,2011-09-11T12:46:00Z
13373,3312.25,3,1651,1104.0833333333333,2011-03-08T14:35:00Z,2011-10-10T10:51:00Z
13375,778.65,1,442,778.65,2011-09-12T10:19:00Z,2011-09-12T10:19:00Z
13376,1019.76,3,493,339.92,2011-04-19T13:03:00Z,2011-09-01T16:16:00Z
13379,572.56,3,601,190.85333333333332,2011-07-26T12:26:00Z,2011-11-13T13:45:00Z
13381,3639.31,6,2029,606.5516666666666,2011-02-14T10:10:00Z,2011-11-08T11:58:00Z
13382,222.99,1,131,222.99,2011-03-04T10:03:00Z,2011-03-04T10:03:00Z
13384,4151.93,7,2422,593.1328571428572,2011-06-14T12:47:00Z,2011-11-09T11:04:00Z
13385,534.57,1,281,534.57,2011-01-14T09:52:00Z,2011-01-14T09:52:00Z
13388,677.1,2,282,338.55,2011-07-31T12:52:00Z,2011-07-31T12:52:00Z
13389,797.96,3,429,265.9866666666667,2011-04-21T12:12:00Z,2011-11-28T14:01:00Z
13390,544.08,1,224,544.08,2011-09-26T08:38:00Z,2011-09-26T08:38:00Z
13391,59.8,1,4,59.8,2011-05-20T10:50:00Z,2011-05-20T10:50:00Z
13394,2520.02,8,2392,315.0025,2011-02-03T10:39:00Z,2011-12-08T11:36:00Z
13395,307.71999999999997,1,336,307.71999999999997,2011-06-07T15:04:00Z,2011-06-07T15:04:00Z
13396,1360.99,2,600,680.495,2011-01-24T13:37:00Z,2011-11-10T16:59:00Z
13397,1544.13,5,430,308.826,2011-01-04T13:50:00Z,2011-09-28T10:56:00Z
13398,457.34,1,281,457.34,2011-05-31T13:17:00Z,2011-05-31T13:17:00Z
13402,621.23,2,479,310.615,2010-12-02T17:12:00Z,2011-08-04T15:51:00Z
13403,75,1,44,75,2011-11-22T08:28:00Z,2011-11-22T08:28:00Z
13404,252.48999999999998,2,111,126.24499999999999,2011-05-11T11:57:00Z,2011-12-08T15:37:00Z
13405,572.451,3,165,190.817,2011-01-26T09:27:00Z,2011-09-26T17:01:00Z
13408,28117.04,62,16232,453.5006451612903,2010-12-01T10:39:00Z,2011-12-08T09:05:00Z
13410,1003.06,5,518,200.612,2011-02-21T14:38:00Z,2011-11-15T15:33:00Z
13411,213.55,1,72,213.55,2011-08-24T13:57:00Z,2011-08-24T13:57:00Z
13414,1390.5,3,1574,463.5,2011-02-16T12:13:00Z,2011-07-29T11:45:00Z
13416,712.5,2,142,356.25,2011-09-19T14:43:00Z,2011-10-27T08:56:00Z
13417,640.83,2,162,320.415,2011-05-18T16:26:00Z,2011-12-05T08:49:00Z
13418,6127.43,18,3918,340.4127777777778,2010-12-02T10:45:00Z,2011-11-28T10:23:00Z
13419,221.06,1,275,221.06,2011-10-07T12:49:00Z,2011-10-07T12:49:00Z
13420,159.85,2,101,79.925,2011-06-22T11:35:00Z,2011-07-13T08:48:00Z
13421,1833.71,2,1128,916.855,2011-02-22T15:46:00Z,2011-10-30T14:21:00Z
13422,2626.3,1,1326,2626.3,2011-10-06T13:42:00Z,2011-10-06T13:42:00Z
13425,1624.21,3,1123,541.4033333333333,2011-02-18T08:34:00Z,2011-08-23T17:13:00Z
13426,3641.32,10,2245,364.132,2010-12-15T12:43:00Z,2011-12-09T08:59:00Z
13427,582.6,3,545,194.20000000000002,2011-05-08T15:58:00Z,2011-11-20T13:02:00Z
13428,201.78,1,151,201.78,2011-11-29T14:20:00Z,2011-11-29T14:20:00Z
13429,1006.8,4,1390,251.7,2011-09-25T15:59:00Z,2011-11-29T09:10:00Z
13430,679.45,2,751,339.725,2011-09-14T14:26:00Z,2011-11-21T08:19:00Z
13431,1269.1,2,672,634.55,2011-09-12T11:25:00Z,2011-10-03T13:49:00Z
13434,534.24,2,300,267.12,2011-09-04T10:35:00Z,2011-09-26T14:30:00Z
13435,3809.89,7,2129,544.27,2011-06-03T17:07:00Z,2011-12-04T14:45:00Z
13436,196.89,1,76,196.89,2011-12-08T10:33:00Z,2011-12-08T10:33:00Z
13437,3408.06,7,1283,486.86571428571426,2011-06-02T14:30:00Z,2011-11-25T14:00:00Z
13439,283.71,1,242,283.71,2011-03-29T14:20:00Z,2011-03-29T14:20:00Z
13441,296.64,1,204,296.64,2011-09-09T09:38:00Z,2011-09-09T09:38:00Z
13447,1129.14,3,584,376.38000000000005,2011-11-04T10:10:00Z,2011-11-16T13:38:00Z
13448,3534.69,6,1648,589.115,2010-12-01T10:52:00Z,2011-11-23T12:33:00Z
13449,291.88,1,222,291.88,2011-11-16T08:28:00Z,2011-11-16T08:28:00Z
13450,2043.72,6,1982,340.62,2011-05-05T19:48:00Z,2011-11-13T11:54:00Z
13451,2898.2599999999998,5,2128,579.6519999999999,2011-01-09T15:35:00Z,2011-11-13T15:58:00Z
13452,590,2,2,295,2011-03-14T11:38:00Z,2011-03-25T14:19:00Z
13453,356.97999999999996,2,134,178.48999999999998,2011-02-23T09:44:00Z,2011-06-27T09:34:00Z
13455,1058.34,2,354,529.17,2010-12-08T13:11:00Z,2011-11-15T11:21:00Z
13456,1766.72,6,765,294.4533333333333,2011-05-16T15:34:00Z,2011-11-22T09:18:00Z
13458,9646.57,14,5508,689.0407142857142,2010-12-15T12:05:00Z,2011-12-02T15:29:00Z
13460,183.44,2,286,91.72,2011-10-21T09:50:00Z,2011-11-10T17:17:00Z
13461,1445,3,1170,481.6666666666667,2011-06-29T10:23:00Z,2011-11-01T09:01:00Z
13462,151.5,1,62,151.5,2011-04-01T11:20:00Z,2011-04-01T11:20:00Z
13464,674.68,1,403,674.68,2011-10-12T15:01:00Z,2011-10-12T15:01:00Z
13466,307.9,1,259,307.9,2011-06-08T16:39:00Z,2011-06-08T16:39:00Z
13467,1071.91,2,580,535.955,2011-11-03T16:56:00Z,2011-11-29T10:01:00Z
13468,5704.97,37,2589,154.1883783783784,2010-12-01T15:08:00Z,2011-12-08T10:39:00Z
13470,165,2,100,82.5,2011-08-16T17:06:00Z,2011-09-01T14:57:00Z
13471,2501.84,4,1583,625.46,2011-10-23T13:10:00Z,2011-12-08T15:44:00Z
13473,422.64,2,266,211.32,2011-01-11T08:45:00Z,2011-10-10T11:20:00Z
13474,226.84,1,129,226.84,2011-04-17T13:53:00Z,2011-04-17T13:53:00Z
13475,1431.78,4,1012,357.945,2011-02-14T12:36:00Z,2011-06-01T13:52:00Z
13476,1238.47,2,417,619.235,2011-03-03T14:43:00Z,2011-06-14T12:00:00Z
13477,1454.58,6,1021,242.42999999999998,2011-02-21T12:29:00Z,2011-11-02T12:04:00Z
13479,300.95,2,134,150.475,2011-04-19T11:27:00Z,2011-05-23T10:45:00Z
13481,1804.56,5,1142,360.912,2011-03-28T09:07:00Z,2011-10-25T09:07:00Z
13482,184.64,1,116,184.64,2011-04-21T17:03:00Z,2011-04-21T17:03:00Z
13483,140.34,1,160,140.34,2011-10-05T11:53:00Z,2011-10-05T11:53:00Z
13484,313.8,1,44,313.8,2011-04-12T16:30:00Z,2011-04-12T16:30:00Z
13485,454.24,1,277,454.24,2011-04-20T13:58:00Z,2011-04-20T13:58:00Z
13486,1122.41,3,669,374.1366666666667,2011-07-07T17:19:00Z,2011-09-22T13:13:00Z
13487,575.4,3,265,191.79999999999998,2010-12-21T14:54:00Z,2011-10-13T12:07:00Z
13488,8968.31,13,4518,689.87,2010-12-07T13:01:00Z,2011-11-22T14:41:00Z
13489,449.52,4,560,112.38,2011-02-18T10:42:00Z,2011-08-26T13:16:00Z
13491,1215.82,10,903,121.582,2010-12-02T14:30:00Z,2011-10-19T08:32:00Z
13492,1269.84,3,408,423.28,2011-05-09T10:06:00Z,2011-07-26T14:25:00Z
13493,618.63,2,380,309.315,2011-02-25T16:42:00Z,2011-03-09T15:35:00Z
13494,316.26000000000005,1,162,316.26000000000005,2011-02-01T11:58:00Z,2011-02-01T11:58:00Z
13495,2044.87,5,829,408.974,2010-12-06T15:14:00Z,2011-12-02T11:21:00Z
13496,653.33,2,341,326.665,2010-12-15T10:17:00Z,2011-11-29T10:58:00Z
13497,348.05,2,163,174.025,2010-12-06T11:37:00Z,2011-03-02T09:04:00Z
13499,1159.11,5,1365,231.82199999999997,2011-03-15T08:52:00Z,2011-11-22T11:21:00Z
13500,1166.77,3,609,388.92333333333335,2011-08-09T12:20:00Z,2011-11-16T15:35:00Z
13501,1340.32,1,560,1340.32,2011-02-24T18:59:00Z,2011-02-24T18:59:00Z
13502,292,3,264,97.33333333333333,2011-01-20T09:03:00Z,2011-11-23T10:39:00Z
13503,216.85,1,248,216.85,2011-09-29T13:23:00Z,2011-09-29T13:23:00Z
13504,295.93,1,178,295.93,2011-10-06T13:20:00Z,2011-10-06T13:20:00Z
13505,4393.63,4,2486,1098.4075,2011-04-21T12:07:00Z,2011-09-28T11:56:00Z
13506,458.52,2,324,229.26,2010-12-05T12:15:00Z,2011-01-27T13:53:00Z
13507,2479.16,4,1597,619.79,2011-07-17T11:50:00Z,2011-12-06T13:13:00Z
13508,110.97,1,24,110.97,2011-04-10T11:58:00Z,2011-04-10T11:58:00Z
13509,979.72,7,1106,139.96,2011-02-28T13:27:00Z,2011-12-01T10:10:00Z
13510,1791.56,4,1386,447.89,2011-06-09T09:32:00Z,2011-12-08T13:46:00Z
13512,251.21,1,143,251.21,2011-03-24T10:03:00Z,2011-03-24T10:03:00Z
13513,205.1,1,109,205.1,2011-08-05T11:50:00Z,2011-08-05T11:50:00Z
13514,152.20000000000002,1,40,152.20000000000002,2011-09-27T09:39:00Z,2011-09-27T09:39:00Z
13515,891.12,4,681,222.78,2011-04-06T10:33:00Z,2011-09-28T11:26:00Z
13516,1389.41,3,985,463.1366666666667,2011-04-15T11:06:00Z,2011-11-18T13:15:00Z
13517,2128.42,3,1369,709.4733333333334,2011-06-13T08:44:00Z,2011-10-11T11:43:00Z
13518,627.16,1,382,627.16,2011-09-15T10:29:00Z,2011-09-15T10:29:00Z
13519,122.75,1,23,122.75,2011-09-22T18:24:00Z,2011-09-22T18:24:00Z
13520,3624.35,6,1649,604.0583333333333,2010-12-03T10:36:00Z,2011-10-12T10:20:00Z
13521,1071.73,3,718,357.24333333333334,2011-11-29T15:09:00Z,2011-12-08T13:50:00Z
13522,125.80000000000001,1,44,125.80000000000001,2011-11-09T15:11:00Z,2011-11-09T15:11:00Z
13523,3964.88,5,1752,792.976,2010-12-08T14:22:00Z,2011-11-06T15:11:00Z
13524,680.1800000000001,5,324,136.036,2011-05-04T12:26:00Z,2011-10-30T12:34:00Z
13525,628.78,2,394,314.39,2011-04-05T15:36:00Z,2011-11-25T12:01:00Z
13527,2242.36,7,1683,320.33714285714285,2011-01-17T11:17:00Z,2011-11-06T12:04:00Z
13529,307.76,2,74,153.88,2011-05-19T11:50:00Z,2011-09-22T09:15:00Z
13531,483.8,2,174,241.9,2010-12-08T15:03:00Z,2011-05-18T16:56:00Z
13532,210.31,1,129,210.31,2011-11-06T12:25:00Z,2011-11-06T12:25:00Z
13533,269.09,3,202,89.69666666666666,2011-03-17T12:47:00Z,2011-06-10T11:54:00Z
13534,5870.08,25,2961,234.8032,2010-12-16T15:23:00Z,2011-12-07T14:52:00Z
13536,3444.39,7,2126,492.05571428571426,2011-09-25T13:30:00Z,2011-12-08T16:38:00Z
13538,1280.85,7,175,182.97857142857143,2011-01-28T10:40:00Z,2011-10-27T16:34:00Z
13539,631.34,3,320,210.4466666666667,2011-02-03T15:23:00Z,2011-09-15T10:18:00Z
13544,276.06,2,112,138.03,2011-04-13T12:09:00Z,2011-10-31T11:57:00Z
13546,621.09,3,357,207.03,2011-05-23T12:14:00Z,2011-11-27T14:50:00Z
13548,678.16,2,436,339.08,2011-04-10T11:35:00Z,2011-09-04T14:50:00Z
13549,918.2,7,458,131.17142857142858,2011-04-11T13:42:00Z,2011-11-14T09:20:00Z
13551,91.80000000000001,1,12,91.80000000000001,2011-01-24T14:46:00Z,2011-01-24T14:46:00Z
13552,3740.07,12,1417,311.6725,2011-01-28T10:10:00Z,2011-10-04T15:19:00Z
13555,4098.88,4,2636,1024.72,2011-05-22T11:06:00Z,2011-09-27T12:36:00Z
13557,584.06,2,546,292.03,2011-03-04T12:14:00Z,2011-11-11T15:24:00Z
13558,594.52,4,338,148.63,2011-10-02T13:01:00Z,2011-12-04T11:24:00Z
13560,171.42000000000002,1,63,171.42000000000002,2011-12-02T13:11:00Z,2011-12-02T13:11:00Z
13561,141.85999999999999,1,83,141.85999999999999,2011-05-08T12:39:00Z,2011-05-08T12:39:00Z
13562,1799.33,3,757,599.7766666666666,2011-04-08T12:42:00Z,2011-09-19T10:51:00Z
13563,777.53,2,209,388.765,2011-07-22T17:21:00Z,2011-09-16T14:45:00Z
13564,1724.67,3,636,574.89,2010-12-06T17:26:00Z,2011-07-18T14:33:00Z
13565,240.22,2,172,120.11,2011-01-09T14:28:00Z,2011-11-20T14:33:00Z
13566,856.84,2,567,428.42,2011-09-18T12:40:00Z,2011-10-30T11:59:00Z
13568,187.05,1,66,187.05,2011-06-19T14:42:00Z,2011-06-19T14:42:00Z
13569,338.62,2,156,169.31,2010-12-07T12:29:00Z,2011-11-22T13:07:00Z
13570,239.49,1,161,239.49,2011-04-10T13:36:00Z,2011-04-10T13:36:00Z
13571,2088.94,12,1757,174.07833333333335,2011-03-31T12:43:00Z,2011-11-27T10:47:00Z
13572,1384.25,1,534,1384.25,2011-05-18T11:59:00Z,2011-05-18T11:59:00Z
13573,290.25,2,302,145.125,2011-03-31T14:47:00Z,2011-10-20T14:33:00Z
13575,732.0699999999999,5,449,146.414,2011-06-16T14:24:00Z,2011-11-16T13:14:00Z
13576,6717.34,18,2646,373.18555555555554,2010-12-01T17:24:00Z,2011-11-29T15:34:00Z
13577,1687.6000000000001,4,791,421.90000000000003,2011-04-12T10:33:00Z,2011-11-14T15:19:00Z
13579,467.04,2,176,233.52,2010-12-05T16:10:00Z,2011-11-25T08:41:00Z
13581,118,1,30,118,2011-02-03T14:41:00Z,2011-02-03T14:41:00Z
13583,781.03,1,725,781.03,2011-07-07T10:40:00Z,2011-07-07T10:40:00Z
13584,142.4,1,37,142.4,2011-02-06T12:49:00Z,2011-02-06T12:49:00Z
13587,712.4,1,180,712.4,2011-10-07T12:31:00Z,2011-10-07T12:31:00Z
13588,2478.95,9,2606,275.43888888888887,2011-03-29T15:53:00Z,2011-11-24T10:42:00Z
13589,379.65,2,114,189.825,2011-06-13T12:44:00Z,2011-11-25T12:10:00Z
13590,1981.92,6,1848,330.32,2011-02-09T13:25:00Z,2011-11-28T12:54:00Z
13591,1117.13,3,485,372.3766666666667,2011-03-18T12:18:00Z,2011-10-06T12:26:00Z
13592,247.96,4,84,61.99,2011-03-20T14:01:00Z,2011-11-04T09:49:00Z
13593,2011.88,5,719,402.37600000000003,2011-01-07T16:32:00Z,2011-08-23T13:35:00Z
13594,396.97,1,359,396.97,2011-10-18T10:19:00Z,2011-10-18T10:19:00Z
13596,664.11,2,384,332.055,2011-11-27T11:57:00Z,2011-12-04T12:01:00Z
13598,160.04,1,52,160.04,2011-10-23T14:28:00Z,2011-10-23T14:28:00Z
13599,5149.92,21,3293,245.2342857142857,2010-12-08T10:11:00Z,2011-12-08T16:10:00Z
13600,219.52,1,324,219.52,2011-01-31T15:27:00Z,2011-01-31T15:27:00Z
13601,693.32,2,548,346.66,2011-05-12T16:52:00Z,2011-10-25T17:31:00Z
13602,428.89,1,267,428.89,2011-10-06T11:47:00Z,2011-10-06T11:47:00Z
13603,164.34,1,164,164.34,2011-11-13T15:57:00Z,2011-11-13T15:57:00Z
13606,276.75,3,276,92.25,2011-02-01T11:42:00Z,2011-11-10T17:46:00Z
13607,675.51,1,288,675.51,2011-10-30T16:17:00Z,2011-10-30T16:17:00Z
13610,1082.33,7,488,154.6185714285714,2011-02-27T14:44:00Z,2011-11-27T15:38:00Z
13611,1154.4,3,754,384.8,2010-12-15T10:31:00Z,2011-09-11T14:51:00Z
13614,1585.46,4,564,396.365,2011-01-13T12:37:00Z,2011-11-15T14:47:00Z
13615,417.69,1,189,417.69,2011-01-25T08:21:00Z,2011-01-25T08:21:00Z
13617,544.18,3,300,181.39333333333332,2011-06-12T12:55:00Z,2011-10-30T13:50:00Z
13618,177.34,1,246,177.34,2011-06-19T11:09:00Z,2011-06-19T11:09:00Z
13621,213.85,1,343,213.85,2011-08-15T08:26:00Z,2011-08-15T08:26:00Z
13623,727.74,5,286,145.548,2011-02-15T13:08:00Z,2011-11-09T12:00:00Z
13626,257.23,1,209,257.23,2011-04-01T10:05:00Z,2011-04-01T10:05:00Z
13627,1638.47,5,1269,327.694,2010-12-17T09:52:00Z,2011-10-11T14:20:00Z
13629,7792.36,11,4372,708.3963636363636,2011-01-05T12:09:00Z,2011-11-16T13:21:00Z
13630,2031.78,7,1391,290.2542857142857,2011-02-27T12:49:00Z,2011-12-04T15:16:00Z
13631,3070.42,11,467,279.1290909090909,2011-03-17T17:13:00Z,2011-09-01T09:57:00Z
13632,2118.93,5,1031,423.78599999999994,2011-04-10T15:07:00Z,2011-11-15T10:51:00Z
13634,1547.3600000000001,5,700,309.47200000000004,2011-01-16T15:30:00Z,2011-11-06T13:40:00Z
13635,1071.03,1,677,1071.03,2011-10-03T10:55:00Z,2011-10-03T10:55:00Z
13636,949.12,5,592,189.824,2011-02-27T14:29:00Z,2011-11-03T10:30:00Z
13637,804.3,3,405,268.09999999999997,2011-04-27T13:06:00Z,2011-10-18T13:32:00Z
13638,122.64,1,93,122.64,2011-11-24T10:38:00Z,2011-11-24T10:38:00Z
13639,1033.34,1,800,1033.34,2011-09-26T13:36:00Z,2011-09-26T13:36:00Z
13642,312.28000000000003,1,151,312.28000000000003,2011-05-08T12:34:00Z,2011-05-08T12:34:00Z
13643,519.44,3,273,173.14666666666668,2011-06-07T11:40:00Z,2011-11-08T15:37:00Z
13644,2624.26,4,2067,656.065,2011-08-26T11:53:00Z,2011-11-23T14:07:00Z
13645,252.1,1,158,252.1,2011-08-11T16:11:00Z,2011-08-11T16:11:00Z
13647,1648.1200000000001,4,887,412.03000000000003,2011-04-19T09:49:00Z,2011-11-30T12:00:00Z
13649,346.6,2,139,173.3,2010-12-08T14:46:00Z,2011-03-28T11:51:00Z
13650,1836.3400000000001,6,922,306.0566666666667,2011-03-17T12:37:00Z,2011-11-23T12:22:00Z
13651,94.2,2,33,47.1,2011-10-31T12:11:00Z,2011-11-04T14:59:00Z
13652,1095.08,3,578,365.02666666666664,2010-12-06T09:21:00Z,2011-10-25T08:51:00Z
13654,2707.33,6,2182,451.22166666666664,2011-03-11T12:54:00Z,2011-10-27T16:24:00Z
13655,932.97,2,605,466.485,2011-04-12T09:53:00Z,2011-08-17T14:25:00Z
13656,379.65,2,490,189.825,2011-01-06T15:42:00Z,2011-06-28T10:31:00Z
13657,382.14,2,209,191.07,2011-05-22T12:35:00Z,2011-11-29T12:32:00Z
13658,2639.17,5,1019,527.8340000000001,2011-05-19T17:15:00Z,2011-11-30T10:13:00Z
13659,1563,2,882,781.5,2011-01-23T12:08:00Z,2011-05-18T12:37:00Z
13662,881.26,3,533,293.75333333333333,2011-03-25T13:23:00Z,2011-09-15T12:04:00Z
13663,189.47,1,91,189.47,2011-06-13T15:44:00Z,2011-06-13T15:44:00Z
13666,84.65,3,41,28.21666666666667,2011-02-25T13:05:00Z,2011-10-10T15:39:00Z
13667,299.05,1,149,299.05,2011-07-13T15:42:00Z,2011-07-13T15:42:00Z
13668,6309.83,21,3722,300.46809523809526,2010-12-12T12:35:00Z,2011-12-07T12:11:00Z
13669,218.55,2,237,109.275,2011-07-13T11:44:00Z,2011-10-20T09:32:00Z
13670,349.7,1,282,349.7,2011-09-25T15:25:00Z,2011-09-25T15:25:00Z
13672,186.39000000000001,2,57,93.19500000000001,2011-01-11T13:54:00Z,2011-02-11T13:53:00Z
13673,387.44,2,114,193.72,2011-11-07T15:40:00Z,2011-11-21T12:11:00Z
13675,486.82000000000005,2,330,243.41000000000003,2011-02-28T12:14:00Z,2011-07-11T12:57:00Z
13678,232.6,1,924,232.6,2011-07-11T10:14:00Z,2011-07-11T10:14:00Z
13680,3719.12,4,1934,929.78,2011-01-04T14:12:00Z,2011-12-08T13:47:00Z
13681,827.83,4,360,206.9575,2011-07-07T15:21:00Z,2011-11-22T11:13:00Z
13682,59.5,1,10,59.5,2011-06-05T14:06:00Z,2011-06-05T14:06:00Z
13684,65.13,1,38,65.13,2011-02-27T10:13:00Z,2011-02-27T10:13:00Z
13685,3119.44,7,5056,445.63428571428574,2011-10-10T12:59:00Z,2011-12-07T11:41:00Z
13686,72,1,70,72,2011-06-10T09:10:00Z,2011-06-10T09:10:00Z
13689,910,1,512,910,2011-10-07T13:21:00Z,2011-10-07T13:21:00Z
13690,172.25,1,67,172.25,2011-10-11T15:03:00Z,2011-10-11T15:03:00Z
13692,1488.32,3,1226,496.1066666666666,2011-04-17T12:57:00Z,2011-11-15T11:17:00Z
13694,65039.62,50,63312,1300.7924,2010-12-01T12:12:00Z,2011-12-06T09:32:00Z
13695,2504.13,15,1603,166.942,2011-03-25T11:31:00Z,2011-11-08T14:26:00Z
13697,151.29999999999998,1,177,151.29999999999998,2011-11-01T09:14:00Z,2011-11-01T09:14:00Z
13699,308.58000000000004,1,66,308.58000000000004,2011-07-07T16:51:00Z,2011-07-07T16:51:00Z
13700,2248.63,10,2281,224.863,2011-01-16T13:18:00Z,2011-11-13T13:00:00Z
13703,99.5,1,10,99.5,2011-01-25T13:10:00Z,2011-01-25T13:10:00Z
13704,2308.06,9,1531,256.4511111111111,2011-09-12T14:40:00Z,2011-12-04T15:13:00Z
13705,711.86,3,363,237.28666666666666,2010-12-01T10:29:00Z,2011-12-02T12:32:00Z
13706,330.79,1,189,330.79,2011-02-10T09:21:00Z,2011-02-10T09:21:00Z
13707,806.41,2,351,403.205,2011-01-28T13:27:00Z,2011-03-17T18:03:00Z
13708,285.33,1,301,285.33,2011-03-13T13:46:00Z,2011-03-13T13:46:00Z
13709,6307.6500000000005,13,3508,485.2038461538462,2011-01-28T14:57:00Z,2011-12-06T10:28:00Z
13710,180.48,1,176,180.48,2011-11-08T08:16:00Z,2011-11-08T08:16:00Z
