stock_code,description,total_revenue,total_quantity,total_orders,average_price
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,677.86,583,73,1.6003846153846153
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1364.5,582,119,3.667377049180328
22064,PINK DOUGHNUT TRINKET POT,2542.9999999999995,1726,241,2.1467479674796746
22065,CHRISTMAS PUDDING TRINKET POT,3462.25,6729,241,1.0662948207171314
22066,LOVE HEART TRINKET POT,1044.81,2239,135,0.6829496402877698
22067,CHOC TRUFFLE GOLD TRINKET POT,635.3199999999999,406,69,2.0785714285714287
22068,BLACK PIRATE TREASURE CHEST,836.5899999999999,514,142,2.387132867132867
22069,BROWN  PIRATE TREASURE CHEST,993.5,414,146,3.196938775510204
22070,SMALL RED RETROSPOT MUG IN BOX,2025.3600000000001,654,113,4.257894736842105
22071,SMALL WHITE RETROSPOT MUG IN BOX,1226.3,449,84,3.943372093023256
22072,RED RETROSPOT TEA CUP AND SAUCER,2811.17,848,162,3.993012048192771
22073,RED RETROSPOT STORAGE JAR,1298.64,324,68,4.9957142857142856
22074,6 RIBBONS SHIMMERING PINKS,1219.87,1390,198,1.3996984924623115
22075,6 RIBBONS ELEGANT CHRISTMAS,2469.23,1761,199,1.7746268656716417
22076,6 RIBBONS EMPIRE,1667.8799999999999,1259,225,1.611858407079646
22077,6 RIBBONS RUSTIC CHARM,17165.17,9159,953,2.212396694214876
22078,RIBBON REEL LACE DESIGN,2923.21,1369,192,2.6293401015228426
22079,RIBBON REEL HEARTS DESIGN,3275.79,1867,320,2.0459752321981424
22080,RIBBON REEL POLKADOTS,1986.98,1196,154,1.9791025641025641
22081,RIBBON REEL FLORA + FAUNA,1160,634,137,2.3183333333333334
22082,RIBBON REEL STRIPES DESIGN,4628.88,2660,407,1.9870702179176756
22083,PAPER CHAIN KIT RETROSPOT,14025.09,4607,609,3.7672131147540986
22084,PAPER CHAIN KIT EMPIRE,15084.62,5176,435,3.2735746606334843
22085,PAPER CHAIN KIT SKULLS,1566.99,548,97,3.1757142857142857
22086,PAPER CHAIN KIT 50'S CHRISTMAS,63936.94,18962,1153,3.366482582837723
22087,PAPER BUNTING WHITE LACE,11739.83,4037,322,3.4014984709480123
22088,PAPER BUNTING COLOURED LACE,5514.8,1838,236,3.596890756302521
22089,PAPER BUNTING VINTAGE PAISLEY,4457.43,1423,272,3.5026277372262773
22090,PAPER BUNTING RETROSPOT,22597.510000000002,7493,793,3.785508155583438
22091,EMPIRE TISSUE BOX,1030.1000000000001,1983,167,0.958502994011976
22092,BLUE PAISLEY TISSUE BOX,321.40000000000003,670,91,0.5719780219780219
22093,MOTORING TISSUE BOX,822.13,1830,160,0.6054938271604938
22094,RED RETROSPOT TISSUE BOX,1120.96,2130,199,1.069950495049505
22095,LADS ONLY TISSUE BOX,1605.96,1643,143,1.1489333333333334
22096,PINK PAISLEY SQUARE TISSUE BOX,584.09,1366,117,0.6522314049586777
22097,SWALLOW SQUARE TISSUE BOX,732.39,1596,145,0.6958169934640523
22098,BOUDOIR SQUARE TISSUE BOX,987.51,1956,171,0.9642372881355932
22099,CARAVAN SQUARE TISSUE BOX,800.59,1440,153,0.9591139240506329
22100,SKULLS SQUARE TISSUE BOX,354.82,755,59,1.1886440677966101
22101,MIRROR MOSAIC VOTIVE HOLDER,1926.8100000000002,1114,68,2.293529411764706
22102,MIRROR MOSAIC T-LIGHT HOLDER,551.04,902,30,2.1126666666666667
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,725.72,780,25,2.1892
22104,MIRROR MOSAIC CANDLE PLATE,343.71,288,59,1.5799999999999998
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,619.8199999999999,334,32,4.070625
22106,MIRROR MOSAIC HURRICANE LAMP,748.38,229,46,5.216304347826087
22107,PIZZA PLATE IN BOX,2138.06,588,178,4.241602209944752
22108,PING! MICROWAVE PLATE,415.09000000000003,152,63,3.1066666666666665
22109,FULL ENGLISH BREAKFAST PLATE,6906.15,1636,295,5.504395973154362
22110,BIRD HOUSE HOT WATER BOTTLE,4912.14,1172,279,4.051458333333334
22111,SCOTTIE DOG HOT WATER BOTTLE,24450.440000000002,4654,770,5.806397435897436
22112,CHOCOLATE HOT WATER BOTTLE,32520.58,5945,856,6.0794022988505745
22113,GREY HEART HOT WATER BOTTLE,12748.08,3216,560,4.40552495697074
22114,HOT WATER BOTTLE TEA AND SYMPATHY,32671.84,5660,639,5.031791277258567
22115,METAL SIGN EMPIRE TEA,2020.91,1549,228,2.34704347826087
22116,METAL SIGN HIS DINNER IS SERVED,610.22,563,147,1.4746938775510203
22117,METAL SIGN HER DINNER IS SERVED,3896.4500000000003,1320,95,2.921263157894737
22118,JOY WOODEN BLOCK LETTERS,895.26,230,89,5.188426966292135
22119,PEACE WOODEN BLOCK LETTERS,1727.92,344,105,6.31373831775701
22120,WELCOME  WOODEN BLOCK LETTERS,5127.69,511,186,11.010913978494623
22121,NOEL WOODEN BLOCK LETTERS,2159.7000000000003,352,133,6.868805970149254
22123,PING MICROWAVE APRON,1068.3799999999999,508,122,3.018780487804878
22124,SET OF 2 TEA TOWELS PING MICROWAVE,306.16,149,76,2.457894736842105
22125,UNION JACK HOT WATER BOTTLE,139.85999999999999,13,3,10.453333333333333
22127,PARTY CONES CARNIVAL ASSORTED,504.88,404,22,2.227826086956522
22128,PARTY CONES CANDY ASSORTED,2112.53,1750,75,1.3978666666666666
22129,PARTY CONES CANDY DECORATION,621.9599999999999,454,67,2.337910447761194
22129,PARTY CONES CANDY TREE DECORATION,604.4599999999999,734,33,1.289090909090909
22130,PARTY CONE CHRISTMAS DECORATION,2664.6299999999997,2277,110,1.7685840707964602
22131,FOOD CONTAINER SET 3 LOVE HEART,3934.64,2030,290,2.81535593220339
22132,RED LOVE HEART SHAPE CUP,928.8299999999999,1026,153,1.2077124183006536
22133,PINK LOVE HEART SHAPE CUP,770.7299999999999,816,133,1.2863909774436089
22134,LADLE LOVE HEART RED,17.82,24,9,0.8022222222222222
22134,MINI LADLE LOVE HEART RED,401.18,865,153,0.6414285714285713
22135,LADLE LOVE HEART PINK,24.98,39,13,0.7507692307692307
22135,MINI LADLE LOVE HEART PINK,297.4,528,166,0.6704216867469879
22136,LOVE HEART SOCK HANGER,679.28,378,84,2.305
22137,BATHROOM SET LOVE HEART DESIGN,237.98000000000002,82,14,3.1242857142857146
22138,BAKING SET 9 PIECE RETROSPOT,24031.82,4906,925,5.357050592034446
22139,RETROSPOT TEA SET CERAMIC 11 PC,22808.86,4506,958,5.734041666666666
22141,CHRISTMAS CRAFT TREE TOP ANGEL,6463.790000000001,2791,457,2.6021551724137932
22142,CHRISTMAS CRAFT WHITE FAIRY,4946.19,3247,377,1.7504663212435232
22144,CHRISTMAS CRAFT LITTLE FRIENDS,9637.08,4061,543,2.581141304347826
22145,CHRISTMAS CRAFT HEART STOCKING,63,30,1,2.1
22146,EASTER CRAFT IVY WREATH WITH CHICK,1.95,1,1,1.95
22147,FELTCRAFT BUTTERFLY HEARTS,7552.29,5373,478,1.64
22148,EASTER CRAFT 4 CHICKS,3894.0499999999997,1921,185,2.2567021276595742
22149,FELTCRAFT 6 FLOWER FRIENDS,11234.480000000001,5464,545,2.4570417422867514
22150,3 STRIPEY MICE FELTCRAFT,5894.19,3014,466,2.277063829787234
22151,PLACE SETTING WHITE HEART,6156.61,14670,330,0.579080118694362
22152,PLACE SETTING WHITE STAR,1053.08,2407,105,0.5537614678899082
22153,ANGEL DECORATION STARS ON DRESS,1109.05,2593,131,0.5472058823529412
22154,ANGEL DECORATION 3 BUTTONS,1636.67,3745,162,0.5443373493975904
22155,STAR DECORATION RUSTIC,1113.45,2404,141,0.579527027027027
22156,HEART DECORATION WITH PEARLS,2082.5299999999997,2160,255,1.1703846153846154
22157,ANGEL DECORATION WITH LACE PADDED,180.2,212,11,0.85
22158,3 HEARTS HANGING DECORATION RUSTIC,11797.380000000001,3413,303,3.3529641693811074
22161,HEART DECORATION RUSTIC HANGING,1641.19,5059,339,0.5993258426966293
22162,HEART GARLAND RUSTIC PADDED,817.64,256,90,3.238021978021978
22163,HEART STRING MEMO HOLDER HANGING,1023.82,851,121,1.7953658536585366
22164,STRING OF STARS CARD HOLDER,250.22000000000003,78,15,3.5340000000000003
22165,"DIAMANTE HEART SHAPED WALL MIRROR,",3315.45,414,145,11.867123287671232
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,1606.45,206,86,12.09674418604651
22167,OVAL WALL MIRROR DIAMANTE,2371.22,234,154,10.78564935064935
22168,ORGANISER WOOD ANTIQUE WHITE,1171.3,139,74,8.488513513513514
22169,FAMILY ALBUM WHITE PICTURE FRAME,10225.06,1182,366,10.18226775956284
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,6899.45,1055,263,7.750608365019011
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,13409.51,1769,375,10.05144
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,7503.8,2348,491,3.84241935483871
22174,PHOTO CUBE,5978.78,3218,321,2.596676923076923
22175,PINK OWL SOFT TOY,2591.28,876,170,3.4650588235294117
22176,BLUE OWL SOFT TOY,1536.88,512,115,3.312735042735043
22178,VICTORIAN GLASS HANGING T-LIGHT,32958.42,24131,1031,1.6456328502415458
22179,SET 10 LIGHTS NIGHT OWL,3283.7200000000003,456,117,9.077118644067797
22179,SET 10 NIGHT OWL LIGHTS,3908.73,505,170,8.94860465116279
22180,RETROSPOT LAMP,3471.79,325,151,11.556158940397351
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,480.51,567,56,1.0025
22182,CAKE STAND VICTORIAN FILIGREE SMALL,1420.58,372,122,4.323770491803279
22183,CAKE STAND VICTORIAN FILIGREE MED,1913.01,321,128,5.98046875
22184,CAKE STAND VICTORIAN FILIGREE LARGE,471.86,56,35,8.427142857142858
22185,SLATE TILE NATURAL HANGING,2235.94,1472,162,1.9492073170731707
22186,RED STAR CARD HOLDER,1997.48,848,149,3.0438666666666667
22187,GREEN CHRISTMAS TREE CARD HOLDER,3237.18,1264,191,3.938290155440414
22188,BLACK HEART CARD HOLDER,12479.27,4869,188,4.352393617021277
22189,CREAM HEART CARD HOLDER,23416.07,8279,522,4.4546374045801524
22190,LOCAL CAFE MUG,1057.71,676,116,2.1807692307692306
22191,IVORY DINER WALL CLOCK,11809.65,1433,409,8.858373786407768
22192,BLUE DINER WALL CLOCK,8063.49,938,362,9.050635359116022
22193,RED DINER WALL CLOCK,11714.27,1382,456,9.249780701754386
22194,BLACK DINER WALL CLOCK,608.6899999999999,64,43,9.820232558139535
22195,LARGE HEART MEASURING SPOONS,3720.66,1976,373,2.3564285714285713
22196,SMALL HEART MEASURING SPOONS,2743.96,2835,471,1.223765690376569
22197,POPCORN HOLDER,34144.67,36549,802,1.0212014563106795
22197,SMALL POPCORN HOLDER,17027.1,20127,587,1.075922165820643
22198,LARGE POPCORN HOLDER,1870.9099999999999,1025,86,2.2325581395348837
22199,FRYING PAN RED POLKADOT,4.25,1,1,4.25
22199,FRYING PAN RED RETROSPOT,1888.34,458,164,5.314878048780487
22200,FRYING PAN PINK POLKADOT,1809.48,398,140,5.907163120567375
22201,FRYING PAN BLUE POLKADOT,712.55,192,86,4.300116279069767
22202,MILK PAN PINK POLKADOT,319.35,64,37,5.68972972972973
22203,MILK PAN RED RETROSPOT,1483.13,403,145,4.484551724137931
22204,MILK PAN BLUE POLKADOT,654.54,193,78,3.7049367088607594
22206,"MUG , DOTCOMGIFTSHOP.COM",4.17,5,5,0.834
22207,FRYING PAN UNION FLAG,5563.59,1261,207,6.192222222222222
22208,WOOD STAMP SET THANK YOU,1561.53,1497,279,1.2795087719298246
22209,WOOD STAMP SET HAPPY BIRTHDAY,954.2599999999999,933,172,1.2071098265895954
22210,WOOD STAMP SET BEST WISHES,958.04,1017,187,1.130362694300518
22211,WOOD STAMP SET FLOWERS,1052.79,960,195,1.29005
22212,FOUR HOOK  WHITE LOVEBIRDS,3686.2400000000002,1602,397,2.8431094527363183
22214,CANDLE PLATE LACE WHITE,416.59999999999997,193,56,2.6326785714285714
22215,CAKE STAND WHITE TWO TIER LACE,2462.89,342,100,8.5136
22216,T-LIGHT HOLDER WHITE LACE,512.93,588,68,1.1177941176470587
22217,T-LIGHT HOLDER HANGING LACE,831.26,839,82,1.318170731707317
22218,CAKE STAND LACE WHITE,4.25,1,1,4.25
22219,LOVEBIRD HANGING DECORATION WHITE,4013.33,4109,542,1.183321234119782
22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1697.5,214,82,10.036463414634145
22221,CAKE STAND LOVEBIRD 2 TIER PINK,1104.54,131,51,10.617450980392157
22222,CAKE PLATE LOVEBIRD WHITE,3880.2000000000003,1057,222,5.441216216216216
22223,CAKE PLATE LOVEBIRD PINK,1821.6100000000001,441,78,5.30493670886076
22224,WHITE LOVEBIRD LANTERN,2758.1600000000003,832,163,3.7402439024390244
22227,HANGING HEART MIRROR DECORATION,1707.42,2340,289,0.8926000000000001
22228,BUNNY WOODEN PAINTED WITH BIRD,777.78,1000,147,0.9306802721088435
22229,BUNNY WOODEN PAINTED WITH FLOWER,432.46,568,101,0.9327184466019417
22230,JIGSAW TREE WITH WATERING CAN,480.62999999999994,1047,101,0.792135922330097
22231,JIGSAW TREE WITH BIRDHOUSE,992.92,974,142,1.223103448275862
22232,JIGSAW TOADSTOOLS 3 PIECE,549.74,626,78,1.072051282051282
22233,JIGSAW RABBIT AND BIRDHOUSE,597.24,590,104,1.2894392523364486
22236,CAKE STAND 3 TIER MAGIC GARDEN,3179.3999999999996,268,82,12.552439024390244
22241,GARLAND WOODEN HAPPY EASTER,2606.93,1950,238,1.6120416666666666
22242,5 HOOK HANGER MAGIC TOADSTOOL,954.78,616,33,1.988181818181818
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,4741.74,3092,130,1.9282575757575757
22244,3 HOOK HANGER MAGIC GARDEN,3276.2099999999996,1703,159,2.827125
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",1070,1262,98,1.1806060606060607
22246,MAGIC GARDEN FELT GARLAND,939.37,419,89,2.825056179775281
22247,BUNNY DECORATION MAGIC GARDEN,591.4399999999999,668,113,1.0199137931034483
22248,DECORATION  PINK CHICK MAGIC GARDEN,511.49,577,108,1.042090909090909
22249,DECORATION WHITE CHICK MAGIC GARDEN,812.86,928,145,1.0073648648648648
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,730.9499999999999,819,147,1.0487837837837837
22251,BIRDHOUSE DECORATION MAGIC GARDEN,889.49,712,137,1.529136690647482
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,754.07,637,66,1.236029411764706
22254,FELT TOADSTOOL LARGE,836.8,657,61,1.6237704918032787
22255,FELT TOADSTOOL  SMALL,602.63,629,77,1.1858441558441557
22256,FELT FARM ANIMAL CHICKEN,387.9,286,50,1.6088235294117648
22257,FELT FARM ANIMAL SHEEP,280.42,373,42,1.0997727272727273
22258,FELT FARM ANIMAL RABBIT,743.89,912,77,1.3251948051948053
22259,FELT FARM ANIMAL HEN,332.84,481,44,1.0475555555555556
22260,FELT EGG COSY BLUE RABBIT,574.04,548,103,1.2799056603773584
22261,FELT EGG COSY WHITE RABBIT,544.7099999999999,579,107,1.1352727272727272
22262,FELT EGG COSY CHICKEN,950.4599999999999,1023,137,1.1047887323943661
22263,FELT EGG COSY LADYBIRD,195.97,326,51,1.0479245283018868
22264,FELT FARM ANIMAL WHITE BUNNY,736.98,1561,96,1.0378571428571428
22265,EASTER DECORATION NATURAL CHICK,363.55,536,64,0.7798571428571429
22266,EASTER DECORATION HANGING BUNNY,595.85,1887,92,0.5661616161616162
22267,EASTER DECORATION EGG BUNNY,673.17,836,83,1.094470588235294
22268,DECORATION SITTING BUNNY,349.54,1480,83,0.422
22268,EASTER DECORATION SITTING BUNNY,452.79999999999995,529,75,1.0614285714285714
22269,EGG CUP NATURAL CHICKEN,621.49,932,125,1.0416666666666667
22270,HAPPY EASTER HANGING DECORATION,927.2,239,52,4.430370370370371
22271,FELTCRAFT DOLL ROSIE,5007.35,1701,301,3.3804950495049506
22272,FELTCRAFT DOLL MARIA,564.9200000000001,196,48,3.06265306122449
22273,FELTCRAFT DOLL MOLLY,8509.59,3069,329,3.2718126888217522
22274,FELTCRAFT DOLL EMILY,3953.4800000000005,1340,267,3.327977528089888
22275,WEEKEND BAG VINTAGE ROSE PAISLEY,527.85,69,1,7.65
22276,WASH BAG VINTAGE ROSE PAISLEY,838.86,290,85,3.3250588235294116
22277,COSMETIC BAG VINTAGE ROSE PAISLEY,897.74,417,100,2.6088
22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,2679.6,400,176,7.384833333333333
22279,POCKET BAG BLUE PAISLEY RED SPOT,1003.4,831,128,1.4172307692307693
22280,POCKET BAG PINK PAISELY BROWN SPOT,509.59,468,95,1.2945833333333332
22281,EASTER TREE YELLOW BIRDS,929.44,131,63,8.020793650793651
22282,12 EGG HOUSE PAINTED WOOD,2378.52,149,99,17.214646464646464
22283,6 EGG HOUSE PAINTED WOOD,2694.63,295,153,9.970653594771242
22284,HEN HOUSE DECORATION,1577.2699999999998,915,130,2.0391603053435112
22285,"DECORATION HEN ON NEST, HANGING",74.42999999999999,42,6,2.505
22285,HANGING HEN ON NEST DECORATION,1418.82,828,114,2.0156410256410258
22286,"DECORATION , WOBBLY RABBIT , METAL",518.03,293,48,2.13125
22286,DECORATION WOBBLY RABBIT METAL,504.46,830,67,1.2258208955223882
22287,"DECORATION , WOBBLY CHICKEN, METAL",397.71999999999997,234,35,1.982
22287,DECORATION WOBBLY CHICKEN,319.14,560,45,1.181111111111111
22288,HANGING METAL RABBIT DECORATION,616.95,474,58,1.6053225806451612
22289,HANGING METAL CHICKEN DECORATION,193.52,148,34,1.4934285714285713
22291,HANGING CHICK CREAM DECORATION,1871.2199999999998,1265,119,1.6350413223140496
22292,HANGING CHICK  YELLOW DECORATION,1604.51,1136,112,1.5945689655172413
22293,HANGING CHICK GREEN DECORATION,1335.87,903,122,1.7224
22294,HEART FILIGREE DOVE  SMALL,6775.08,5433,298,1.4540196078431373
22295,HEART FILIGREE DOVE LARGE,4613.969999999999,2789,250,1.9075984251968503
22296,HEART IVORY TRELLIS LARGE,5247.719999999999,3140,318,1.8795412844036696
22297,HEART IVORY TRELLIS SMALL,5459.91,4164,378,1.7466318537859007
22299,PIG KEYRING WITH LIGHT & SOUND,1356.97,1355,79,1.729493670886076
22300,COFFEE MUG DOG + BALL DESIGN,3393.91,1522,195,3.1230256410256407
22301,COFFEE MUG CAT + BIRD DESIGN,4962.98,2198,250,3.1915999999999998
22302,COFFEE MUG PEARS  DESIGN,5118.99,2323,211,2.727405660377358
22303,COFFEE MUG APPLES DESIGN,6247.35,2774,259,2.765730769230769
22304,COFFEE MUG BLUE PAISLEY DESIGN,1352.8799999999999,761,61,3.1183606557377046
22305,COFFEE MUG PINK PAISLEY DESIGN,1604.58,693,51,3.01078431372549
22306,SILVER MUG BONE CHINA TREE OF LIFE,1392.45,1150,110,1.8449107142857142
22307,GOLD MUG BONE CHINA TREE OF LIFE,933.28,740,72,2.251232876712329
22308,TEA COSY BLUE STRIPE,877.38,250,105,4.214476190476191
22309,TEA COSY RED  STRIPE,1091.05,369,121,3.744262295081967
22310,IVORY KNITTED MUG COSY,1296.23,668,109,2.583693693693694
22311,OFFICE MUG WARMER BLACK+SILVER,3400.81,1131,141,4.09013986013986
22312,OFFICE MUG WARMER POLKADOT,1879.6900000000003,621,130,3.626136363636364
22313,OFFICE MUG WARMER PINK,1564.8300000000002,565,65,3.5117910447761194
22314,OFFICE MUG WARMER CHOC+BLUE,1759.1200000000001,570,133,3.9621481481481484
22315,200 RED + WHITE BENDY STRAWS,1218.93,916,172,1.4587861271676301
22316,200 BENDY SKULL STRAWS,742.37,660,55,1.3725454545454545
22317,FIVE CATS HANGING DECORATION,879.6700000000001,286,89,3.65561797752809
22318,FIVE HEART HANGING DECORATION,1520.9700000000003,455,140,3.9993617021276595
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,572.26,1322,61,0.5670491803278689
22320,BIRDS MOBILE VINTAGE DESIGN,1105.6200000000001,182,70,6.274571428571429
22321,BIRD DECORATION RED RETROSPOT,860.93,893,132,1.2836363636363635
22322,BIRD DECORATION GREEN POLKADOT,737.61,808,138,1.1384057971014492
22323,PINK POLKADOT KIDS BAG,1.95,1,1,1.95
22324,BLUE POLKADOT KIDS BAG,688.3,286,74,3.4390666666666667
22325,MOBILE VINTAGE HEARTS,1131.5,246,92,5.0865217391304345
22326,ROUND SNACK BOXES SET OF4 WOODLAND,24308.82,8516,728,3.4716186556927298
22327,ROUND SNACK BOXES SET OF 4 SKULLS,4280.6500000000005,1159,284,4.349372822299651
22328,ROUND SNACK BOXES SET OF 4 FRUITS,19062.52,6824,579,3.276998284734134
22329,ROUND CONTAINER SET OF 5 RETROSPOT,2642.0899999999997,1591,237,2.070546218487395
22331,WOODLAND PARTY BAG + STICKER SET,2975.14,1840,183,2.005846994535519
22332,SKULLS PARTY BAG + STICKER SET,1663.1499999999999,1023,146,1.800748299319728
22333,RETROSPOT PARTY BAG + STICKER SET,6977.94,4452,315,1.879245283018868
22334,DINOSAUR PARTY BAG + STICKER SET,1160.71,707,101,1.7907843137254902
22335,HEART DECORATION PAINTED ZINC,1668.89,2380,225,0.9153478260869565
22336,DOVE DECORATION PAINTED ZINC,754.0300000000001,2381,79,0.6304878048780488
22337,ANGEL DECORATION PAINTED ZINC,574.5400000000001,912,77,0.7082051282051283
22338,STAR DECORATION PAINTED ZINC,1222.21,4661,179,0.4454594594594595
22339,CHRISTMAS TREE PAINTED ZINC,683.3100000000001,2468,83,0.43829545454545454
22340,NOEL GARLAND PAINTED ZINC,769.81,1386,127,0.7609448818897637
22341,LOVE GARLAND PAINTED ZINC,827.6299999999999,453,78,2.4683333333333333
22342,HOME GARLAND PAINTED ZINC,1071.3799999999999,961,126,1.8494444444444444
22343,PARTY PIZZA DISH RED RETROSPOT,858.03,1956,93,0.6002150537634409
22344,PARTY PIZZA DISH PINK POLKADOT,459.81,1225,76,0.6346052631578947
22345,PARTY PIZZA DISH BLUE POLKADOT,383.75,1099,70,0.5945833333333334
22346,PARTY PIZZA DISH GREEN POLKADOT,381.09,1034,59,0.5978333333333333
22348,TEA BAG PLATE RED RETROSPOT,3573.0899999999997,4072,357,1.0856388888888888
22349,DOG BOWL CHASING BALL DESIGN,5381.5199999999995,1366,131,4.129848484848485
22350,ILLUSTRATED CAT BOWL,3819.5699999999997,1409,119,3.1439166666666667
22351,DOTCOMGIFTSHOP TEA TOWEL,23.089999999999996,13,2,2.4699999999999998
22352,LUNCH BOX WITH CUTLERY RETROSPOT,7845.67,3082,481,3.32351966873706
22353,LUNCH BOX WITH CUTLERY FAIRY CAKES,153,60,24,2.55
22354,RETROSPOT PADDED SEAT CUSHION,2860.98,750,83,4.555903614457831
22355,CHARLOTTE BAG SUKI DESIGN,29173.649999999998,18014,880,1.2175788288288287
22356,CHARLOTTE BAG PINK POLKADOT,11308.34,9572,735,1.2560294117647057
22357,KINGS CHOICE BISCUIT TIN,2158.04,464,179,5.3399441340782126
22358,KINGS CHOICE TEA CADDY,2548.27,697,254,4.333372549019608
22359,GLASS JAR KINGS CHOICE,605.7700000000001,183,81,3.6571604938271607
22360,GLASS JAR ENGLISH CONFECTIONERY,3122.02,986,212,3.9469953051643194
22361,GLASS JAR DAISY FRESH COTTON WOOL,2592.33,727,268,4.470148698884758
22362,GLASS JAR PEACOCK BATH SALTS,1329.44,408,133,4.104586466165413
22363,GLASS JAR MARMALADE,1057.1000000000001,354,79,3.8176543209876543
22364,GLASS JAR DIGESTIVE BISCUITS,1983.6200000000001,610,163,4.179024390243902
22365,DOORMAT RESPECTABLE HOUSE,5738.13,787,178,9.936404494382023
22366,DOORMAT AIRMAIL,5849.08,774,218,9.833394495412843
22367,CHILDRENS APRON SPACEBOY DESIGN,7475.43,3732,547,2.4280545454545455
22371,AIRLINE BAG VINTAGE TOKYO 78,5043.69,1079,387,5.222820512820513
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,1285.24,278,146,5.007006802721088
22374,AIRLINE BAG VINTAGE JET SET RED,2414.77,543,221,4.774864864864865
22375,AIRLINE BAG VINTAGE JET SET BROWN,1626.54,346,167,5.227005988023952
22376,AIRLINE BAG VINTAGE JET SET WHITE,1133.2,252,122,4.723548387096774
22377,BOTTLE BAG RETROSPOT,2154.73,1322,206,2.425388349514563
22378,WALL TIDY RETROSPOT,3638.5699999999997,2283,293,3.022176870748299
22379,RECYCLING BAG RETROSPOT,15605.49,6895,747,3.190493991989319
22380,TOY TIDY SPACEBOY,2794.46,1302,284,2.693719298245614
22381,TOY TIDY PINK POLKADOT,7412.74,3429,468,3.0222033898305085
22382,LUNCH BAG SPACEBOY DESIGN,18013.16,10416,1155,2.0137177280550773
22383,LUNCH BAG SUKI  DESIGN,3786.91,2217,200,2.4341666666666666
22383,LUNCH BAG SUKI DESIGN,18518.13,10179,1080,2.120865209471767
22384,LUNCH BAG PINK POLKADOT,17351.04,10464,1087,2.032969034608379
22385,JUMBO BAG SPACEBOY DESIGN,16871.01,8555,683,2.6583309143686504
22386,JUMBO BAG PINK POLKADOT,41615.71,21008,1212,2.602234910277325
22389,PAPERWEIGHT SAVE THE PLANET,431.54999999999995,238,44,2.5938636363636363
22390,PAPERWEIGHT CHILDHOOD MEMORIES,440.34,266,36,2.7905555555555557
22391,PAPERWEIGHT HOME SWEET HOME,245.57999999999998,158,29,2.873103448275862
22393,PAPERWEIGHT VINTAGE COLLAGE,736.88,510,71,2.9073239436619716
22394,PAPERWEIGHT KINGS CHOICE,230.67999999999998,168,23,2.640869565217391
22395,PAPERWEIGHT VINTAGE PAISLEY,220.04,152,33,3.3184848484848484
22396,MAGNETS PACK OF 4 RETRO PHOTO,615.37,1214,126,0.7408730158730159
22398,MAGNETS PACK OF 4 SWALLOWS,1484.12,2491,244,0.761417004048583
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,1317.08,1128,95,1.329157894736842
22400,MAGNETS PACK OF 4 HOME SWEET HOME,729.09,1393,150,0.6709868421052632
22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1018.16,1707,149,0.6772
22403,MAGNETS PACK OF 4 VINTAGE LABELS,674.28,1310,123,0.8891056910569105
22405,MONEY BOX POCKET MONEY DESIGN,415.36,372,70,1.431857142857143
22406,MONEY BOX KINGS CHOICE DESIGN,403.46,346,84,1.5136904761904761
22407,MONEY BOX FIRST ADE DESIGN,62.5,50,13,1.25
22407,MONEY BOX FIRST AID DESIGN,36.78,44,11,1.3136363636363637
22408,MONEY BOX CONFECTIONERY DESIGN,162.44,145,29,1.496551724137931
22409,MONEY BOX BISCUITS DESIGN,299.72,228,57,1.5082456140350877
22410,MONEY BOX HOUSEKEEPING DESIGN,247.42,237,58,1.4191379310344827
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,27977,12232,1171,2.6922959183673467
22412,METAL SIGN NEIGHBOURHOOD WITCH,1931.8500000000001,911,147,2.5650675675675676
22413,METAL SIGN TAKE IT OR LEAVE IT,11042.84,3756,409,3.3513317191283294
22414,DOORMAT NEIGHBOURHOOD WITCH,2022.19,277,93,10.135698924731182
22415,WHITE TISSUE REAM,151.05,19,13,7.95
22416,SET OF 36 DOILIES SPACEBOY DESIGN,1135.3999999999999,817,68,1.5816176470588235
22416,SET OF 36 SPACEBOY PAPER DOILIES,75.42,51,8,1.63375
22417,PACK OF 60 SPACEBOY CAKE CASES,4550.04,8396,519,0.7678136882129278
22418,10 COLOUR SPACEBOY PEN,5454.549999999999,6410,312,1.0599041533546325
